gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,act,at,capx,emp,invt,lct,ni,oibdp,rect,revt,xrd,xsga,costat,sic
025737,2017-12-31,2017,INDL,C,D,STD,CAKE,CHEESECAKE FACTORY INC,USD,208.6330,1333.0600,120.7790,39.1000,42.5600,397.9510,157.3920,245.5740,102.3990,2260.5020,0.0000,165.1540,A,5812
025737,2018-12-31,2018,INDL,C,D,STD,CAKE,CHEESECAKE FACTORY INC,USD,195.2300,1314.1330,102.9090,38.7000,38.8860,416.5000,99.0350,214.9240,112.5090,2332.3310,0.0000,183.5680,A,5812
025737,2019-12-31,2019,INDL,C,D,STD,CAKE,CHEESECAKE FACTORY INC,USD,244.5150,2840.5930,73.7650,46.2500,47.2250,614.5870,127.2930,197.4330,118.1000,2482.6920,0.0000,192.1960,A,5812
025737,2020-12-31,2020,INDL,C,D,STD,CAKE,CHEESECAKE FACTORY INC,USD,341.3590,2747.0540,50.3290,42.5000,39.2880,586.0670,-253.3650,-17.2130,130.6310,1983.2250,0.0000,170.3140,A,5812
025737,2021-12-31,2021,INDL,C,D,STD,CAKE,CHEESECAKE FACTORY INC,USD,405.5890,2798.1250,66.9430,45.8000,42.8390,636.2730,72.3730,194.6180,155.1450,2927.5400,0.0000,219.7670,A,5812
025737,2022-12-31,2022,INDL,C,D,STD,CAKE,CHEESECAKE FACTORY INC,USD,345.7680,2775.2200,112.4640,47.5000,55.5590,656.6780,43.1230,143.1730,146.9190,3303.1560,0.0000,255.4790,A,5812
025737,2023-12-31,2023,INDL,C,D,STD,CAKE,CHEESECAKE FACTORY INC,USD,300.7980,2840.3830,151.5650,47.9000,57.6540,660.6710,101.3510,211.6260,142.8750,3439.5030,0.0000,274.0540,A,5812
025737,2024-12-31,2024,INDL,C,D,STD,CAKE,CHEESECAKE FACTORY INC,USD,333.3130,3041.7600,160.3640,47.9000,64.5260,711.4200,156.7830,280.9330,148.3670,3581.6990,0.0000,271.1420,A,5812
026799,2015-02-28,2014,INDL,C,D,STD,7360B,SAVE-A-LOT INC -SPN,USD,385.0000,964.0000,79.0000,9.7000,299.0000,321.0000,84.0000,204.0000,47.0000,4641.0000,0.0000,547.0000,I,5411
026804,2014-12-31,2014,INDL,C,D,STD,OTG,OTG EXP INC -REDH,USD,52.3330,276.4520,63.4270,,5.7410,48.3910,-46.6590,20.5340,1.4620,273.6030,0.0000,40.3210,I,5812
027937,2015-01-31,2014,INDL,C,D,STD,PSUNQ,PACIFIC SUNWEAR CALIF INC,USD,120.9300,252.2790,15.5950,8.7770,81.6580,113.4060,-29.3550,9.9720,0.0000,826.7770,0.0000,237.2740,I,5651
027937,2016-01-31,2015,INDL,C,D,STD,PSUNQ,PACIFIC SUNWEAR CALIF INC,USD,120.1370,243.3450,17.5750,,96.5230,179.1190,-8.4740,2.7130,0.0000,800.9190,0.0000,221.5520,I,5651
028394,2016-08-31,,INDL,C,D,STD,COFE,COFFEE INC,,,,,,,,,,,,,,A,5812
028394,2017-08-31,2017,INDL,C,D,STD,COFE,COFFEE INC,USD,0.6740,2.4860,0.8310,0.1190,0.0470,1.4440,-1.4260,-1.1890,0.4980,4.1800,0.0000,1.7260,A,5812
028394,2018-12-31,2018,INDL,C,D,STD,COFE,COFFEE INC,USD,4.0790,22.0470,1.9370,0.4090,0.3920,4.8230,-2.6780,-2.0430,0.6000,10.0500,0.0000,5.2980,A,5812
028394,2019-12-31,2019,INDL,C,D,STD,COFE,COFFEE INC,USD,3.2640,14.1080,0.8100,,0.4170,16.1750,-25.4600,-6.0780,1.2940,36.9900,0.0000,18.1400,A,5812
028394,2020-12-31,2020,INDL,C,D,STD,COFE,COFFEE INC,USD,3.2170,3.2170,0.0000,,0.0000,17.8910,-10.8910,0.0000,0.0000,0.0000,0.0000,0.0000,A,5812
028394,2021-12-31,2021,INDL,C,D,STD,COFE,COFFEE INC,USD,3.2170,3.2170,0.0000,,0.0000,18.7130,-0.4130,0.0000,0.0000,0.0000,0.0000,0.0000,A,5812
028394,2022-12-31,2022,INDL,C,D,STD,COFE,COFFEE INC,USD,0.5180,1.2110,0.0000,,0.0000,16.2750,0.4070,-0.8200,0.2350,0.0000,0.0000,0.8200,A,5812
028394,2023-12-31,2023,INDL,C,D,STD,COFE,COFFEE INC,USD,0.5730,0.5730,0.0000,,0.0000,16.0970,-1.3180,-1.1980,0.3700,0.0000,0.0000,1.1980,A,5812
028397,2014-12-31,2014,INDL,C,D,STD,PZZA,PAPA JOHNS INTERNATIONAL INC,USD,156.0080,512.8030,48.6550,21.7000,27.3940,106.7620,73.3150,156.7300,71.6800,1598.1490,0.0000,148.7890,A,5812
028397,2015-12-31,2015,INDL,C,D,STD,PZZA,PAPA JOHNS INTERNATIONAL INC,USD,152.5900,494.9120,38.9720,22.3500,21.5640,132.9370,75.6820,176.0070,71.4080,1637.3750,0.0000,163.6260,A,5812
028397,2016-12-31,2016,INDL,C,D,STD,PZZA,PAPA JOHNS INTERNATIONAL INC,USD,145.5750,512.5650,55.5540,23.1000,25.1320,128.0300,102.8200,195.2010,65.4800,1713.6200,0.0000,163.8120,A,5812
028397,2017-12-31,2017,INDL,C,D,STD,PZZA,PAPA JOHNS INTERNATIONAL INC,USD,169.9940,555.5530,52.5930,22.4000,30.6200,132.8600,102.2920,195.8910,72.8800,1783.3590,0.0000,158.1830,A,5812
028397,2018-12-31,2018,INDL,C,D,STD,PZZA,PAPA JOHNS INTERNATIONAL INC,USD,171.7080,570.9470,42.0280,18.0000,27.2030,164.6360,1.6460,95.3430,89.4250,1573.3160,0.0000,173.0770,A,5812
028397,2019-12-31,2019,INDL,C,D,STD,PZZA,PAPA JOHNS INTERNATIONAL INC,USD,181.5460,730.7210,37.7110,16.5000,27.5290,207.9450,4.8660,126.5130,92.7350,1619.6100,0.0000,163.0050,A,5812
028397,2020-12-31,2020,INDL,C,D,STD,PZZA,PAPA JOHNS INTERNATIONAL INC,USD,306.4070,872.7700,35.6520,16.7000,30.2650,288.8690,57.9320,142.8380,102.7260,1813.2340,0.0000,198.2570,A,5812
028397,2021-12-31,2021,INDL,C,D,STD,PZZA,PAPA JOHNS INTERNATIONAL INC,USD,255.0090,885.7040,68.5590,14.0000,34.9810,287.4240,120.0160,224.3350,103.1080,2068.4210,0.0000,199.1710,A,5812
028397,2022-12-31,2022,INDL,C,D,STD,PZZA,PAPA JOHNS INTERNATIONAL INC,USD,251.0390,864.2270,78.3910,12.0000,41.3820,265.1570,67.7720,186.0020,118.1610,2102.1030,0.0000,198.1050,A,5812
028397,2023-12-31,2023,INDL,C,D,STD,PZZA,PAPA JOHNS INTERNATIONAL INC,USD,231.0180,875.0050,76.6200,13.2000,36.1260,304.5960,82.0980,211.3250,112.0200,2135.7130,0.0000,200.4740,A,5812
028499,2014-12-31,2014,INDL,C,D,STD,YUMC,YUM CHINA HOLDINGS INC,USD,648.0000,3257.0000,525.0000,,260.0000,1040.0000,-7.0000,804.0000,60.0000,6934.0000,5.0000,443.0000,A,5812
028499,2015-12-31,2015,INDL,C,D,STD,YUMC,YUM CHINA HOLDINGS INC,USD,799.0000,3201.0000,512.0000,400.0000,189.0000,948.0000,323.0000,870.0000,76.0000,6909.0000,5.0000,459.0000,A,5812
028499,2016-12-31,2016,INDL,C,D,STD,YUMC,YUM CHINA HOLDINGS INC,USD,1426.0000,3727.0000,436.0000,420.0000,268.0000,1004.0000,502.0000,983.0000,90.0000,6752.0000,5.0000,485.0000,A,5812
028499,2017-12-31,2017,INDL,C,D,STD,YUMC,YUM CHINA HOLDINGS INC,USD,1802.0000,4263.0000,415.0000,450.0000,297.0000,1017.0000,403.0000,1117.0000,119.0000,7144.0000,5.0000,534.0000,A,5812
028499,2018-12-31,2018,INDL,C,D,STD,YUMC,YUM CHINA HOLDINGS INC,USD,1952.0000,4610.0000,470.0000,450.0000,307.0000,1253.0000,708.0000,1246.0000,149.0000,8415.0000,4.0000,485.0000,A,5812
028499,2019-12-31,2019,INDL,C,D,STD,YUMC,YUM CHINA HOLDINGS INC,USD,2259.0000,6950.0000,435.0000,450.0000,380.0000,1736.0000,713.0000,1280.0000,137.0000,8776.0000,4.0000,512.0000,A,5812
028499,2020-12-31,2020,INDL,C,D,STD,YUMC,YUM CHINA HOLDINGS INC,USD,4936.0000,10875.0000,419.0000,406.0000,398.0000,2067.0000,784.0000,1097.0000,156.0000,8263.0000,3.0000,527.0000,A,5812
028499,2021-12-31,2021,INDL,C,D,STD,YUMC,YUM CHINA HOLDINGS INC,USD,4716.0000,13223.0000,689.0000,450.0000,432.0000,2383.0000,990.0000,1252.0000,112.0000,9853.0000,6.0000,550.0000,A,5812
028499,2022-12-31,2022,INDL,C,D,STD,YUMC,YUM CHINA HOLDINGS INC,USD,3940.0000,11826.0000,679.0000,406.0000,417.0000,2166.0000,442.0000,1189.0000,123.0000,9569.0000,6.0000,626.0000,A,5812
028499,2023-12-31,2023,INDL,C,D,STD,YUMC,YUM CHINA HOLDINGS INC,USD,3431.0000,12031.0000,710.0000,432.0000,424.0000,2422.0000,827.0000,1546.0000,283.0000,10978.0000,6.0000,667.0000,A,5812
028499,2024-12-31,2024,INDL,C,D,STD,YUMC,YUM CHINA HOLDINGS INC,USD,2694.0000,11121.0000,705.0000,351.0000,405.0000,2283.0000,911.0000,1634.0000,316.0000,11303.0000,6.0000,607.0000,A,5812
029028,2014-08-31,2014,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,17588.0000,33024.0000,1993.0000,195.0000,8456.0000,14412.0000,2058.0000,4249.0000,1148.0000,112640.0000,0.0000,10962.0000,A,5399
029028,2015-08-31,2015,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,17299.0000,33440.0000,2393.0000,205.0000,8908.0000,16540.0000,2377.0000,4751.0000,1224.0000,116199.0000,0.0000,11510.0000,A,5399
029028,2016-08-31,2016,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,15218.0000,33163.0000,2649.0000,218.0000,8969.0000,15575.0000,2350.0000,4927.0000,1252.0000,118719.0000,0.0000,12146.0000,A,5399
029028,2017-08-31,2017,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,17317.0000,36347.0000,2502.0000,231.0000,9834.0000,17495.0000,2679.0000,5430.0000,1432.0000,129025.0000,0.0000,13032.0000,A,5399
029028,2018-08-31,2018,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,20289.0000,40830.0000,2969.0000,245.0000,11040.0000,19926.0000,3134.0000,5917.0000,1669.0000,141576.0000,0.0000,13944.0000,A,5399
029028,2019-08-31,2019,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,23485.0000,45400.0000,2998.0000,254.0000,11395.0000,23237.0000,3659.0000,6352.0000,1535.0000,152703.0000,0.0000,14957.0000,A,5399
029028,2020-08-31,2020,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,28120.0000,55556.0000,2810.0000,273.0000,12242.0000,24844.0000,4002.0000,7584.0000,1550.0000,166761.0000,0.0000,15991.0000,A,5399
029028,2021-08-31,2021,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,29505.0000,59268.0000,3588.0000,288.0000,14215.0000,29441.0000,5007.0000,9004.0000,1803.0000,195929.0000,0.0000,18022.0000,A,5399
029028,2022-08-31,2022,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,32696.0000,64166.0000,3891.0000,304.0000,17907.0000,31998.0000,5844.0000,9693.0000,2241.0000,226954.0000,0.0000,19779.0000,A,5399
029028,2023-08-31,2023,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,35879.0000,68994.0000,4323.0000,316.0000,16651.0000,33583.0000,6292.0000,10191.0000,2285.0000,242290.0000,0.0000,21590.0000,A,5399
029028,2024-08-31,2024,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,34246.0000,69831.0000,4710.0000,333.0000,18647.0000,35464.0000,7367.0000,11522.0000,2721.0000,254453.0000,0.0000,22810.0000,A,5399
029150,2015-01-31,2014,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,809.1170,1888.7410,229.8040,24.0000,358.2370,353.7400,232.4280,496.7990,70.4580,3323.0770,0.0000,809.5450,A,5651
029150,2016-01-31,2015,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,834.3610,1833.3010,134.9500,24.0000,330.2230,329.2310,224.4890,492.4600,75.7230,3445.1340,0.0000,848.3230,A,5651
029150,2017-01-31,2016,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,881.3970,1902.6370,143.7140,24.0000,338.5900,352.9280,218.1200,471.6570,54.5050,3545.7940,0.0000,906.0860,A,5651
029150,2018-01-31,2017,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,978.7570,1952.7800,83.8130,23.0000,351.3950,360.2140,108.2630,385.7120,76.9620,3616.0140,0.0000,915.6150,A,5651
029150,2019-01-31,2018,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,1202.7560,2160.5150,114.9240,24.0000,370.5070,386.6440,298.0030,497.6040,80.4610,3950.6230,0.0000,965.3990,A,5651
029150,2020-01-31,2019,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,1053.3960,3315.6330,217.4330,24.0000,409.5340,638.7700,168.0960,357.3860,88.2880,3983.7890,0.0000,1008.6010,A,5651
029150,2021-01-31,2020,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,1223.3320,3546.3450,159.2420,19.0000,389.6180,906.1320,1.2360,138.8650,89.9520,3449.7490,0.0000,855.3340,A,5651
029150,2022-01-31,2021,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,1285.7470,3791.3470,262.4290,23.0000,569.6990,981.4730,310.6160,507.6240,63.7600,4548.7630,0.0000,1085.3840,A,5651
029150,2023-01-31,2022,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,1237.7190,3682.9120,199.5130,26.0000,587.5100,890.3740,159.6990,324.4500,70.3390,4795.2440,0.0000,1207.0100,A,5651
029150,2024-01-31,2023,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,1282.5030,4111.2090,199.6250,28.0000,550.2420,994.2050,287.6740,476.6200,67.0080,5153.2370,0.0000,1357.4840,A,5651
029150,2025-01-31,2024,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,1492.7960,4519.4800,182.5810,,621.1460,1075.6790,402.4620,589.1890,74.0140,5550.6660,0.0000,1457.5070,A,5651
030010,2014-12-31,2014,INDL,C,D,STD,FRHHF,FRESHII INC,USD,3.3930,5.1510,0.7240,,0.0370,2.9100,0.9830,1.6840,0.4830,9.0010,0.0000,4.1680,I,5812
030010,2015-12-31,2015,INDL,C,D,STD,FRHHF,FRESHII INC,USD,4.1660,7.5600,0.4010,,0.0390,4.3770,-1.7690,3.3840,1.1650,11.1020,0.0000,4.8430,I,5812
030010,2016-12-31,2016,INDL,C,D,STD,FRHHF,FRESHII INC,USD,10.0760,12.2430,0.1700,0.0980,0.0180,21.9770,1.5600,6.5250,1.5640,16.3480,0.0000,7.1590,I,5812
030010,2017-12-31,2017,INDL,C,D,STD,FRHHF,FRESHII INC,USD,31.5710,40.6380,0.0620,0.1150,0.0330,3.3240,-1.5280,-0.4540,2.3560,18.2480,0.0000,9.8390,I,5812
030010,2018-12-31,2018,INDL,C,D,STD,FRHHF,FRESHII INC,USD,29.6680,41.2740,2.2210,0.1780,0.0280,5.2160,-0.1970,2.0140,2.0370,21.6500,0.0000,13.5510,I,5812
030010,2019-12-31,2019,INDL,C,D,STD,FRHHF,FRESHII INC,USD,34.9540,53.0460,0.4310,0.1210,0.0200,7.1220,-0.4400,3.9620,2.9400,22.2290,0.0000,13.9060,I,5812
030010,2020-12-31,2020,INDL,C,D,STD,FRHHF,FRESHII INC,CAD,36.0340,49.2690,0.1230,0.0600,0.0390,7.0190,-3.8150,-1.2560,3.3210,13.6780,0.0000,11.7730,I,5812
030010,2021-12-31,2021,INDL,C,D,STD,FRHHF,FRESHII INC,CAD,37.1050,56.8760,0.0240,0.0630,2.3650,13.0010,-9.9320,-2.3790,3.1070,23.5730,0.0000,17.4220,I,5812
030262,2016-03-31,2015,INDL,C,D,STD,IFMK,IFRESH INC,USD,,,,,,,,,,,,,A,5411
030262,2017-03-31,2016,INDL,C,D,STD,IFMK,IFRESH INC,USD,30.4100,42.0000,0.7370,0.4800,9.7970,17.0300,1.5500,4.8370,4.8410,130.8770,0.0000,24.7420,A,5411
030262,2018-03-31,2017,INDL,C,D,STD,IFMK,IFRESH INC,USD,18.3760,48.9420,3.8800,0.4450,10.9060,21.0360,-0.7910,0.4790,4.9030,136.6890,0.0000,30.7380,A,5411
030262,2019-03-31,2018,INDL,C,D,STD,IFMK,IFRESH INC,USD,19.2090,47.1010,3.8860,0.3760,10.4110,40.8330,-12.0030,-8.0740,4.0290,125.4310,0.0000,30.5990,A,5411
030262,2020-03-31,2019,INDL,C,D,STD,IFMK,IFRESH INC,USD,14.0340,99.2590,2.8280,0.3200,6.1850,42.6720,-8.2870,-7.0530,3.4050,89.4530,0.0000,26.1430,A,5411
031587,2015-01-31,2014,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,1994.6000,3567.0000,325.6000,90.0000,1035.7000,861.6000,599.2000,1274.7000,0.0000,8602.2000,0.0000,1965.3000,A,5331
031587,2016-01-31,2015,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,3935.9000,15901.2000,480.5000,167.8000,2885.5000,2095.4000,282.4000,1732.9000,154.7000,15498.4000,0.0000,3554.4000,A,5331
031587,2017-01-31,2016,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,3938.0000,15701.6000,564.7000,176.8000,2865.8000,2105.9000,896.2000,2342.3000,137.9000,20719.2000,0.0000,4689.9000,A,5331
031587,2018-01-31,2017,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,4576.3000,16332.8000,632.2000,176.1000,3169.3000,2859.1000,1714.3000,2641.4000,90.4000,22245.5000,0.0000,4991.7000,A,5331
031587,2019-01-31,2018,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,4293.3000,13501.2000,817.1000,182.1000,3536.0000,2095.7000,-1590.8000,2408.6000,100.9000,22823.3000,0.0000,5094.6000,A,5331
031587,2020-01-31,2019,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,4269.4000,19574.6000,1034.8000,193.1000,3522.0000,3546.5000,827.0000,2181.8000,113.3000,23610.8000,0.0000,5447.5000,A,5331
031587,2021-01-31,2020,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,5050.8000,20696.0000,898.8000,199.3270,3427.0000,3730.3000,1341.9000,2816.3000,0.0000,25509.3000,0.0000,5649.8000,A,5331
031587,2022-01-31,2021,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,5609.2000,21721.8000,1021.2000,210.5650,4367.3000,4176.6000,1327.9000,2543.9000,0.0000,26321.2000,0.0000,5908.3000,A,5331
031587,2023-01-31,2022,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,6367.1000,23022.1000,1248.8000,207.5480,5449.3000,4225.2000,1615.4000,2987.7000,0.0000,28331.7000,0.0000,6685.1000,A,5331
031587,2024-01-31,2023,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,6132.7000,22023.5000,2101.3000,211.8260,5112.8000,4696.7000,-998.4000,2629.3000,0.0000,30603.8000,0.0000,7629.7000,A,5331
031846,2015-05-31,2014,INDL,C,D,STD,DRI,DARDEN RESTAURANTS INC,USD,1056.4000,5994.7000,296.5000,148.8920,163.9000,1196.7000,709.5000,751.9000,78.0000,6764.0000,0.0000,672.4000,A,5812
031846,2016-05-31,2015,INDL,C,D,STD,DRI,DARDEN RESTAURANTS INC,USD,820.3000,4582.6000,228.3000,150.9420,175.4000,1187.1000,375.0000,910.9000,64.0000,6933.5000,0.0000,632.0000,A,5812
031846,2017-05-31,2016,INDL,C,D,STD,DRI,DARDEN RESTAURANTS INC,USD,799.8000,5504.2000,293.0000,178.7290,178.9000,1289.2000,479.1000,980.0000,75.9000,7170.2000,0.0000,591.2000,A,5812
031846,2018-05-31,2017,INDL,C,D,STD,DRI,DARDEN RESTAURANTS INC,USD,553.6000,5469.6000,396.0000,180.6560,205.3000,1384.5000,596.0000,1102.1000,83.7000,8080.1000,0.0000,646.4000,A,5812
031846,2019-05-31,2018,INDL,C,D,STD,DRI,DARDEN RESTAURANTS INC,USD,892.6000,5892.8000,452.0000,184.5140,207.3000,1474.1000,713.4000,1171.7000,88.3000,8510.4000,0.0000,680.3000,A,5812
031846,2020-05-31,2019,INDL,C,D,STD,DRI,DARDEN RESTAURANTS INC,USD,1101.4000,9946.1000,459.9000,177.8950,206.9000,1792.8000,-52.4000,742.8000,49.8000,7806.9000,0.0000,665.6000,A,5812
031846,2021-05-31,2020,INDL,C,D,STD,DRI,DARDEN RESTAURANTS INC,USD,1871.1000,10656.1000,254.9000,156.8830,190.8000,1848.3000,629.3000,1038.2000,68.2000,7196.1000,0.0000,455.3000,A,5812
031846,2022-05-31,2021,INDL,C,D,STD,DRI,DARDEN RESTAURANTS INC,USD,1179.4000,10135.8000,376.9000,178.9560,270.6000,1847.5000,952.8000,1521.8000,72.0000,9630.0000,0.0000,473.2000,A,5812
031846,2023-05-31,2022,INDL,C,D,STD,DRI,DARDEN RESTAURANTS INC,USD,997.7000,10241.5000,564.9000,187.3840,287.9000,1937.4000,981.9000,1576.6000,80.2000,10487.8000,0.0000,506.8000,A,5812
031846,2024-05-31,2023,INDL,C,D,STD,DRI,DARDEN RESTAURANTS INC,USD,822.8000,11323.0000,601.2000,191.1050,290.5000,2192.5000,1027.6000,1811.0000,79.1000,11390.0000,0.0000,599.2000,A,5812
032592,2015-12-31,2015,INDL,C,D,STD,FAT,FAT BRANDS INC,USD,1.4020,22.9760,0.0000,,0.0000,4.2470,3.5080,6.2340,0.3950,9.5560,0.0000,,A,5812
032592,2016-12-31,2016,INDL,C,D,STD,FAT,FAT BRANDS INC,USD,0.6220,22.3680,0.0000,,0.0000,3.9850,4.2040,6.4660,0.4630,10.0610,0.0000,,A,5812
032592,2017-12-31,2017,INDL,C,D,STD,FAT,FAT BRANDS INC,USD,1.1800,29.2360,0.0000,0.0300,0.0000,6.7250,2.5060,4.6970,0.9950,9.2760,0.0000,,A,5812
032592,2018-12-31,2018,INDL,C,D,STD,FAT,FAT BRANDS INC,USD,3.5390,57.9600,0.1480,0.0440,0.0000,27.6060,-1.7980,4.2360,1.8440,18.3670,0.0000,,A,5812
032592,2019-12-31,2019,INDL,C,D,STD,FAT,FAT BRANDS INC,USD,10.4880,82.5500,0.0450,0.0580,0.0000,45.6110,-1.0180,7.4880,4.4060,22.5050,0.0000,,A,5812
032592,2020-12-31,2020,INDL,C,D,STD,FAT,FAT BRANDS INC,USD,24.4230,121.1440,0.4600,0.1790,0.0000,73.1770,-14.8600,-3.7270,4.4160,18.1180,0.0000,,A,5812
032592,2021-12-31,2021,INDL,C,D,STD,FAT,FAT BRANDS INC,USD,118.5110,1270.0320,10.4220,5.2000,0.0000,198.4880,-31.5830,14.6710,19.7860,118.8810,0.0000,,A,5812
032592,2022-12-31,2022,INDL,C,D,STD,FAT,FAT BRANDS INC,USD,95.7010,1213.3030,21.4210,5.4000,6.9250,267.0200,-126.1880,23.4940,23.8800,407.2240,0.0000,,A,5812
032592,2023-12-31,2023,INDL,C,D,STD,FAT,FAT BRANDS INC,USD,121.0090,1388.2380,18.8960,7.3900,9.3060,276.6020,-90.1100,37.0610,21.1460,480.4570,0.0000,,A,5812
032592,2024-12-31,2024,INDL,C,D,STD,FAT,FAT BRANDS INC,USD,88.0340,1289.1780,22.8010,7.1310,8.4200,298.3160,-189.8470,16.3080,19.4220,592.6520,0.0000,,A,5812
032893,2015-12-31,2015,INDL,C,D,STD,TFIG,TFI TB GDA YTRMLR -ADR -REDH,USD,123.5430,526.7040,115.3060,22.8170,33.4530,276.7490,-46.7800,48.9840,32.7540,786.4190,0.0000,78.9850,I,5812
032893,2016-12-31,2016,INDL,C,D,STD,TFIG,TFI TB GDA YTRMLR -ADR -REDH,USD,203.9320,641.8370,129.0580,28.9810,36.8170,383.4880,-70.2980,56.4860,43.7280,811.4600,0.0000,77.8750,I,5812
033134,2016-12-31,2016,INDL,C,D,STD,WCVC,WEST COAST VENTURES GROUP CO,USD,,,,,,,,,,,,,I,5812
033134,2017-12-31,2017,INDL,C,D,STD,WCVC,WEST COAST VENTURES GROUP CO,USD,0.0700,0.4580,0.0140,,0.0170,2.1430,-0.6370,-0.3110,0.0320,2.7250,0.0000,0.5000,I,5812
033134,2018-12-31,2018,INDL,C,D,STD,WCVC,WEST COAST VENTURES GROUP CO,USD,0.0950,0.4600,0.0710,,0.0200,2.8310,-1.7570,-0.7970,0.0320,3.0550,0.0000,0.9290,I,5812
033134,2019-12-31,2019,INDL,C,D,STD,WCVC,WEST COAST VENTURES GROUP CO,USD,0.1400,2.2960,0.0360,0.0600,0.0360,6.7550,-5.2930,-1.6780,0.0710,3.6350,0.0000,1.6660,I,5812
033138,2017-12-31,2017,INDL,C,D,STD,BFICQ,BURGERFI INTERNATIONAL INC,USD,0.0220,0.1650,,0.0020,0.0000,0.1410,,,0.0000,,,,A,5812
033138,2018-12-31,2018,INDL,C,D,STD,BFICQ,BURGERFI INTERNATIONAL INC,USD,0.2950,118.0350,0.0000,0.0020,0.0000,0.2710,1.0220,-0.5540,0.0000,0.0000,,0.5540,A,5812
033138,2019-12-31,2019,INDL,C,D,STD,BFICQ,BURGERFI INTERNATIONAL INC,USD,0.0950,94.6890,0.0000,0.0020,0.0000,0.3860,1.1620,-0.8400,0.0000,0.0000,,0.8400,A,5812
033138,2020-12-31,2020,INDL,C,D,STD,BFICQ,BURGERFI INTERNATIONAL INC,USD,44.4210,289.1160,3.5090,0.6290,0.2680,9.1580,5.9630,0.7680,0.7180,34.2820,,10.9170,A,5812
033138,2021-12-31,2021,INDL,C,D,STD,BFICQ,BURGERFI INTERNATIONAL INC,USD,21.2230,317.7190,10.6650,2.4220,1.3870,24.3300,-121.4940,-6.5020,1.6890,68.8670,0.0000,24.9650,A,5812
033138,2022-12-31,2022,INDL,C,D,STD,BFICQ,BURGERFI INTERNATIONAL INC,USD,18.4590,276.7800,2.5170,2.5790,1.3200,40.2030,-103.4320,-3.4650,1.7660,178.7200,0.0000,38.0290,A,5812
033138,2023-12-31,2023,INDL,C,D,STD,BFICQ,BURGERFI INTERNATIONAL INC,USD,12.5000,258.4760,2.5030,2.4840,1.1900,82.6920,-30.7080,-0.8850,1.3680,170.1000,0.0000,32.2940,A,5812
033718,2015-01-31,2014,INDL,C,D,STD,BJ,BJS WHSL CLUB HLDGS INC,USD,,,,,,,,,,,,,A,5399
033718,2016-01-31,2015,INDL,C,D,STD,BJ,BJS WHSL CLUB HLDGS INC,USD,,,,,,,,,,,,,A,5399
033718,2017-01-31,2016,INDL,C,D,STD,BJ,BJS WHSL CLUB HLDGS INC,USD,,,,,,,,,,,,,A,5399
033718,2018-01-31,2017,INDL,C,D,STD,BJ,BJS WHSL CLUB HLDGS INC,USD,1336.6040,3273.8560,137.4660,26.5200,1019.1380,1469.5870,50.3010,384.3330,190.7560,12754.5890,0.0000,1994.8250,A,5399
033718,2019-01-31,2018,INDL,C,D,STD,BJ,BJS WHSL CLUB HLDGS INC,USD,1337.2060,3239.2850,145.9130,26.3830,1052.3060,1577.6880,127.2610,523.3990,194.3000,13007.3470,0.0000,1978.9500,A,5399
